episode_name,dialogue,person_scene
Series 07 Episode 11 – The Cooper Extraction," I know, it’s crazy. Welcome to the Thunderdome, people. (All whoop)",Leonard
Series 07 Episode 11 – The Cooper Extraction, I’ve never done this before. It’s kind of fun.,Howard
Series 07 Episode 11 – The Cooper Extraction," Yeah, if your mom could see her little Bar Mitzvah boy right now, she’d have a heart attack.",Raj
Series 07 Episode 11 – The Cooper Extraction," Good idea, I’ll take a picture.",Bernadette
Series 07 Episode 11 – The Cooper Extraction," Honey, I’m a little strapped for cash this year, so for Christmas I was thinking of giving you this.",Penny
Series 07 Episode 11 – The Cooper Extraction, I love it.,Leonard
Series 07 Episode 11 – The Cooper Extraction, Okay.,Penny
Series 07 Episode 11 – The Cooper Extraction, But it is what you got me last year.,Leonard
Series 07 Episode 11 – The Cooper Extraction, Yeah.,Penny
Series 07 Episode 11 – The Cooper Extraction, And last night.,Leonard
Series 07 Episode 11 – The Cooper Extraction, Hello.,Stuart
Series 07 Episode 11 – The Cooper Extraction," Hey, Hi, Stuart. etc",Various
Series 07 Episode 11 – The Cooper Extraction," Oh, good, I’m glad you guys didn’t wait for me to start. Although you said seven and it’s, it’s seven, but that’s fine.",Stuart
Series 07 Episode 11 – The Cooper Extraction," Oh, it’s probably Sheldon. Hi, Sheldon. Everybody’s here, say hi.",tablet)
Series 07 Episode 11 – The Cooper Extraction, Hi. ,Penny
Series 07 Episode 11 – The Cooper Extraction," Hey, buddy.",Leonard
Series 07 Episode 11 – The Cooper Extraction, Hey.,Raj
Series 07 Episode 11 – The Cooper Extraction, Howdy.,Howard
Series 07 Episode 11 – The Cooper Extraction, Hi.,Bernadette
Series 07 Episode 11 – The Cooper Extraction, Hello.,Stuart
Series 07 Episode 11 – The Cooper Extraction, The second I go out of town you throw a Christmas party without me? ,Sheldon
Series 07 Episode 11 – The Cooper Extraction," Yeah, kinda.",Amy
Series 07 Episode 11 – The Cooper Extraction, That’s so thoughtful. You guys are the best.,Sheldon
Series 07 Episode 11 – The Cooper Extraction," Hey, how’s your sister?",Penny
Series 07 Episode 11 – The Cooper Extraction, <i>She went into labor an hour ago.,Sheldon
Series 07 Episode 11 – The Cooper Extraction, That’s wonderful. So you’re at the hospital?,Amy
Series 07 Episode 11 – The Cooper Extraction," No, she chose to have a home birth because she wants to live in the Stone Age and a cave wasn’t available.",Sheldon
Series 07 Episode 11 – The Cooper Extraction," You know, many people believe that home births are better because the mother is in a warm, comfortable environment where she can be nurtured by loved ones.",Raj
Series 07 Episode 11 – The Cooper Extraction, And turn the bedroom floor into an amniotic Slip ‘n Slide.,Sheldon
Series 07 Episode 11 – The Cooper Extraction," Shelly, come on. Your sister’s fully dilated and she wants a nice family picture before there’s blood everywhere.",(off)
Series 07 Episode 11 – The Cooper Extraction," Oh, boy. I picked the wrong day to wear my good robot T-shirt.",Sheldon
Series 07 Episode 11 – The Cooper Extraction, If you were having Sheldon’s baby would you really want him in the room?,Raj
Series 07 Episode 11 – The Cooper Extraction," Yeah, if he’s in the room when they’re making the baby, I’ll give you ten dollars.",Penny
Series 07 Episode 11 – The Cooper Extraction," Hey, I brought over It’s a Wonderful Life if you guys want to watch it later.",Bernadette
Series 07 Episode 11 – The Cooper Extraction," Oh, I love that movie.",Amy
Series 07 Episode 11 – The Cooper Extraction, I’ve never seen it.,Raj
Series 07 Episode 11 – The Cooper Extraction, Me neither.,Stuart
Series 07 Episode 11 – The Cooper Extraction, It’s great. It’s Christmastime and Jimmy Stewart’s really depressed and he’s gonna jump off a bridge and kill himself.,Amy
Series 07 Episode 11 – The Cooper Extraction, Don’t need to see it. Living it.,Stuart
Series 07 Episode 11 – The Cooper Extraction, But then he gets to see what the world would be like if he’d never been born.,Bernadette
Series 07 Episode 11 – The Cooper Extraction," Hey, you ever imagine what that would be like? Not being born?",Penny
Series 07 Episode 11 – The Cooper Extraction," (Knock, knock, knock) What do you think? (Knock, knock, knock) What do you think? (Knock, knock, knock) What do you think?",Leonard
Series 07 Episode 11 – The Cooper Extraction," You make jokes about Sheldon, but if it weren’t for him, I don’t think any of us would be sitting in this room right now.",Amy
Series 07 Episode 11 – The Cooper Extraction, Really? Sheldon not being here is the main reason I’m in this room.,Howard
Series 07 Episode 11 – The Cooper Extraction, It’s true. None of you would know me. You wouldn’t know Bernadette. You wouldn’t be dating Penny.,Amy
Series 07 Episode 11 – The Cooper Extraction, You don’t know that. I’ve been going to the Cheesecake Factory for years. I could have picked her up. (General laughter) ,Leonard
Series 07 Episode 11 – The Cooper Extraction," Oh, you weren’t joking.",Penny
Series 07 Episode 11 – The Cooper Extraction, No.,Leonard
Series 07 Episode 11 – The Cooper Extraction," Okay, sweetie, let me tell you exactly how that would have gone down.",Penny
Series 07 Episode 11 – The Cooper Extraction, I’m gonna do it. I’m gonna ask her out.,Leonard
Series 07 Episode 11 – The Cooper Extraction," I’m gonna squirt chocolate milk out of my nipples. Sorry, I thought we’re saying things that are never gonna happen.",Howard
Series 07 Episode 11 – The Cooper Extraction, Maybe this time he’s going to do it.,Raj
Series 07 Episode 11 – The Cooper Extraction," Hope you’re thirsty, here it comes.",Howard
Series 07 Episode 11 – The Cooper Extraction, Watch me.,Leonard
Series 07 Episode 11 – The Cooper Extraction," Hey, you guys ready to order or you need a few minutes?",Penny
Series 07 Episode 11 – The Cooper Extraction," I, uh, ah, um, I…",Leonard
Series 07 Episode 11 – The Cooper Extraction, A few minutes it is.,Penny
Series 07 Episode 11 – The Cooper Extraction," You didn’t ask her out, but that was a lot of sounds.",Raj
Series 07 Episode 11 – The Cooper Extraction, You guys are making me nervous.,Leonard
Series 07 Episode 11 – The Cooper Extraction," Fine, then go talk to her on your own.",Howard
Series 07 Episode 11 – The Cooper Extraction, I will. Excuse me.,Leonard
Series 07 Episode 11 – The Cooper Extraction, Yeah?,Penny
Series 07 Episode 11 – The Cooper Extraction," Hi, uh, um, I’m Leonard?",Leonard
Series 07 Episode 11 – The Cooper Extraction, Really? You don’t sound so sure.,Penny
Series 07 Episode 11 – The Cooper Extraction," No, I am he. Uh, any, anyway, um, there’s been something I’ve wanted to ask you for a long time. Um.",Leonard
Series 07 Episode 11 – The Cooper Extraction, What’s that?,Penny
Series 07 Episode 11 – The Cooper Extraction," Eh, uh, well, I was wondering, if you’re not too busy, um, uh, if, if you’d be interested in telling me where the restroom is?",Leonard
Series 07 Episode 11 – The Cooper Extraction, I think you’re too late.,Penny
Series 07 Episode 11 – The Cooper Extraction," Come on, I would not have peed my pants.",Leonard
Series 07 Episode 11 – The Cooper Extraction, She nailed it.,Howard
Series 07 Episode 11 – The Cooper Extraction, Sounds about right.,Raj
Series 07 Episode 11 – The Cooper Extraction," But, you forget, I did ask you out in real life.",Leonard
Series 07 Episode 11 – The Cooper Extraction," Which couldn’t have happened if you didn’t live across the hall from her, which couldn’t have happened without Sheldon. Same goes with you guys. If Leonard wasn’t with Penny, she never would have set you up.",Amy
Series 07 Episode 11 – The Cooper Extraction," Doesn’t matter. Bernadette still would’ve been working at The Cheesecake Factory, and I still would’ve been working this beefcake factory. You would’ve been all over me.",Howard
Series 07 Episode 11 – The Cooper Extraction, Well…,Bernadette
Series 07 Episode 11 – The Cooper Extraction," Hey, Penny, can I take that table?",Bernadette
Series 07 Episode 11 – The Cooper Extraction," Sure, why?",Penny
Series 07 Episode 11 – The Cooper Extraction, The one in the turtleneck is cute.,Bernadette
Series 07 Episode 11 – The Cooper Extraction," Open wide, here comes the happy train.",Raj
Series 07 Episode 11 – The Cooper Extraction," Mm-hmm, chug-a-chug-a, yum, yum.",Howard
Series 07 Episode 11 – The Cooper Extraction," Oh. Hang on. You got a, you got a little something. Ah.",Raj
Series 07 Episode 11 – The Cooper Extraction, Never mind.,Bernadette
Series 07 Episode 11 – The Cooper Extraction," Oh, man, that is so us.",Raj
Series 07 Episode 11 – The Cooper Extraction," You know, maybe you and I wouldn’t be together, but you wouldn’t have done so great yourself.",Leonard
Series 07 Episode 11 – The Cooper Extraction, Why? ,Penny
Series 07 Episode 11 – The Cooper Extraction, Because I know exactly the kind of guy you would’ve ended up with.,Leonard
Series 07 Episode 11 – The Cooper Extraction," Hey, babe.",Zack
Series 07 Episode 11 – The Cooper Extraction, Hey. Did you remember to pay the rent?,Penny
Series 07 Episode 11 – The Cooper Extraction, Better. I used the money to buy these magic beans.,Zack
Series 07 Episode 11 – The Cooper Extraction," Hey, he may be an idiot, but at least he didn’t pee himself.",Penny
Series 07 Episode 11 – The Cooper Extraction," Oh, hold on.",Leonard
Series 07 Episode 11 – The Cooper Extraction," Aw, babe, I peed myself.",Zack
Series 07 Episode 11 – The Cooper Extraction," Me, too.",Penny
Series 07 Episode 11 – The Cooper Extraction, The end.,Leonard
Series 07 Episode 11 – The Cooper Extraction," Hi, Sheldon. Everything okay?",ringing)
Series 07 Episode 11 – The Cooper Extraction," No, it’s not. I’ve seen things. Lady things.",Sheldon
Series 07 Episode 11 – The Cooper Extraction, Listen to me. That is not the way they usually look.,Amy
Series 07 Episode 11 – The Cooper Extraction, Doesn’t matter. This is no way to make new humans. People coming out of people. It’s some kind of dirty magic show.,Sheldon
Series 07 Episode 11 – The Cooper Extraction, Sheldon Lee Cooper. You get back in this room right now. And bring a mop.,(off)
Series 07 Episode 11 – The Cooper Extraction, Did you hear that? A mop. I have two PhDs yet somehow I’m the janitor of my sister’s birth canal.,Sheldon
Series 07 Episode 11 – The Cooper Extraction," Hey, Sheldon sent us all an e-mail. Happy holidays from Texas. And there’s pictures. Aah! Don’t open them. Do not open them.",Leonard
Series 07 Episode 11 – The Cooper Extraction," Oh, come on. Childbirth is a natural, beautiful, uuurgh, it’s like someone sawed a cow in half.",Penny
