episode_name,dialogue,person_scene
Series 02 Episode 12 – The Killer Robot Instability," I guess you’d say, what can make me feel this way, Marcy Grossman, Marcy Grossman, Marcy Grossman, Talkin’ ’bout Marcy…",Howard
Series 02 Episode 12 – The Killer Robot Instability, That’s great.,Penny
Series 02 Episode 12 – The Killer Robot Instability, Grossman.,Howard
Series 02 Episode 12 – The Killer Robot Instability," Oh, it’s fun.",Penny
Series 02 Episode 12 – The Killer Robot Instability, And then she came up with that sexy little chipmunk mouth and spit in my hair. Which brings us to tenth grade.,Howard
Series 02 Episode 12 – The Killer Robot Instability," Howard, do you think maybe sometimes you try too hard?",Penny
Series 02 Episode 12 – The Killer Robot Instability, Look at me. What chance do I have if I don’t try too hard?,Howard
Series 02 Episode 12 – The Killer Robot Instability," Well, you’d have a terrific chance. I mean, you’re smart, you’re funny, you have a cool job. You build stuff that goes into outer space.",Penny
Series 02 Episode 12 – The Killer Robot Instability, I guess.,Howard
Series 02 Episode 12 – The Killer Robot Instability," Look, I’m telling you, I’ve known you for, like, a year and a half and this is the first time I feel like I’m talking to a real person. And you know what? I like him, he’s a nice guy.",Penny
Series 02 Episode 12 – The Killer Robot Instability, You really think so?,Howard
Series 02 Episode 12 – The Killer Robot Instability, Yes.,Penny
Series 02 Episode 12 – The Killer Robot Instability, I don’t know.,Howard
Series 02 Episode 12 – The Killer Robot Instability, I do. (Howard tries to kiss her. She punches him.),Penny
Series 02 Episode 12 – The Killer Robot Instability, The lab. ,Scene
Series 02 Episode 12 – The Killer Robot Instability, Nice little bot you’ve got here.,Leonard
Series 02 Episode 12 – The Killer Robot Instability, I’m aware.,Kripke
Series 02 Episode 12 – The Killer Robot Instability," What’s this do, spin?",Leonard
Series 02 Episode 12 – The Killer Robot Instability, Yep. At 3400 RPM. It can cut through steel like it was wubber.,Kripke
Series 02 Episode 12 – The Killer Robot Instability," Neat. Good work. Sheldon, we’ve got to call this off.",Leonard
Series 02 Episode 12 – The Killer Robot Instability," No, Leonard. For years, merciless thugs like Kripke have made my life a series of painful noogies and humiliating wedgies and the insensitively named Indian burns. That stops now.",Sheldon
Series 02 Episode 12 – The Killer Robot Instability," But, Sheldon, we don’t have a chance. The only improvement you were able to make on the robot was to put fresh batteries in the remote.",Raj
Series 02 Episode 12 – The Killer Robot Instability," What you fail to realize is Kripke suffers from a fatal flaw, overconfidence from his robot’s massive size and its overwhelming power.",Sheldon
Series 02 Episode 12 – The Killer Robot Instability," That’s not overconfidence, that’s observation.",Raj
Series 02 Episode 12 – The Killer Robot Instability," Trust me, Kripke will fall easy prey to my psychological warfare. Observe. Kripke! I would ask if your robot is prepared to meet its maker, but as you are its maker, clearly the two of you have met.",Sheldon
Series 02 Episode 12 – The Killer Robot Instability, What is his pwoblem?,Kripke
Series 02 Episode 12 – The Killer Robot Instability," Way to bust out the Jedi mind tricks, dude.",Raj
Series 02 Episode 12 – The Killer Robot Instability," I just want to make sure that we’re all clear, standard robotic fighting league rules apply.",Leonard
Series 02 Episode 12 – The Killer Robot Instability," Are you cwazy? This is a stweet fight, the stweet has no rules.",Kripke
Series 02 Episode 12 – The Killer Robot Instability," He’s right, Leonard. The paradigm is to the death.",Sheldon
Series 02 Episode 12 – The Killer Robot Instability," I will, however, give you the opportunity to concede my supewiowity now and offer me your wobot as the spoils of war.",Kripke
Series 02 Episode 12 – The Killer Robot Instability, Never. I’d rather see Monte dead than in your hands.,Sheldon
Series 02 Episode 12 – The Killer Robot Instability," That could be easily awanged. Weady, set, go?",Kripke
Series 02 Episode 12 – The Killer Robot Instability, Do it.,Sheldon
Series 02 Episode 12 – The Killer Robot Instability, Alwight then. Weady. Set. Go.,Kripke
Series 02 Episode 12 – The Killer Robot Instability," Come on, Sheldon, you got this.",Raj
Series 02 Episode 12 – The Killer Robot Instability, Indeed. We are prepared for anything he can throw at us. (A flame begins to jet out of Kripke’s robot.) That’s new.,Sheldon
Series 02 Episode 12 – The Killer Robot Instability," Run, Monte, run!",Leonard
Series 02 Episode 12 – The Killer Robot Instability," Go, Monte! Go Monte!",Raj
Series 02 Episode 12 – The Killer Robot Instability," Go, go, go, go!",Leonard
Series 02 Episode 12 – The Killer Robot Instability," Don’t hurt us, don’t hurt us,",Sheldon
Series 02 Episode 12 – The Killer Robot Instability, The apartment. Monte is in pieces on the table.,Scene
Series 02 Episode 12 – The Killer Robot Instability," Well, so much for making up for the emotional wounds of childhood.",Leonard
Series 02 Episode 12 – The Killer Robot Instability," I did this. Monte was killed by my hubris and my pride. No matter what anybody says, this is my fault.",Sheldon
Series 02 Episode 12 – The Killer Robot Instability," No one’s arguing with you, dude.",Raj
Series 02 Episode 12 – The Killer Robot Instability, I got your text. How bad is… Oy.,(arriving)
Series 02 Episode 12 – The Killer Robot Instability, Forget the robot. What happened to you?,Leonard
Series 02 Episode 12 – The Killer Robot Instability, He slipped and fell.,Penny
Series 02 Episode 12 – The Killer Robot Instability," Yes, I slipped and fell. In the bathroom. Bounced right off the tub.",Howard
Series 02 Episode 12 – The Killer Robot Instability," Yes, now he knows what bathtubs are capable of doing when you don’t treat them with respect.",Penny
Series 02 Episode 12 – The Killer Robot Instability, Yeah. They sucker punch you when your eyes are closed.,Howard
Series 02 Episode 12 – The Killer Robot Instability," So what do you think, Howard? It’s not that bad, right?",Sheldon
Series 02 Episode 12 – The Killer Robot Instability," Oh, no. A little electrical tape, some solder. Are you insane? I’ve seen space probes that crashed into the desert that were in better shape than this.",Howard
Series 02 Episode 12 – The Killer Robot Instability," You’re right. Monte’s gone. We’ll bury him in the morning. A simple ceremony. I’ll speak. Leonard, you’ll play your cello.",Sheldon
Series 02 Episode 12 – The Killer Robot Instability," Sheldon, honey, aren’t you getting a little carried away? I mean, it’s just a toy robot.",Penny
Series 02 Episode 12 – The Killer Robot Instability, Just a toy robot?,Sheldon
Series 02 Episode 12 – The Killer Robot Instability, Penny.,Leonard
Series 02 Episode 12 – The Killer Robot Instability," I know, I got it. Sheldon, I’m sorry.",Penny
Series 02 Episode 12 – The Killer Robot Instability," Well, don’t get the wrong idea. The way I see it, I’m halfway to pity sex.",Howard
Series 02 Episode 13 – The Friendship Algorithm, The university cafeteria,Scene
Series 02 Episode 13 – The Friendship Algorithm," Mmm, gentlemen, I put it to you, the worst tapioca pudding is better than the best pudding of any other flavour.",Raj
Series 02 Episode 13 – The Friendship Algorithm," First off, that is axiomatically wrong, because the best pudding is chocolate. Secondly, the organic structure of tapioca makes it a jiggling bowl of potential death. It is extracted from the plant…",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Hey, I’m thinking of growing a mustache.",Howard
Series 02 Episode 13 – The Friendship Algorithm," Ah, no kidding! A Fu Man Chu? A handlebar pencil?",Leonard
Series 02 Episode 13 – The Friendship Algorithm, It is extracted from the plant…,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," I’m not sure yet. You know, George Clooney has one now!",Howard
Series 02 Episode 13 – The Friendship Algorithm, Really? I once saw him shopping at Ralph’s. He was buying tequila.,Raj
Series 02 Episode 13 – The Friendship Algorithm," Oh, you’d think a guy like that would have some kind of booze lackey.",Howard
Series 02 Episode 13 – The Friendship Algorithm," Alright this is cruel, we better let him finish before his head explodes.",Leonard
Series 02 Episode 13 – The Friendship Algorithm," Alright Sheldon, why is tapioca…",Howard
Series 02 Episode 13 – The Friendship Algorithm, Tapioca is extracted from the root of the plant Manihot Esculenta. Due to a high concentration of cyanide it is poisonous in its raw form and lethal if prepared improperly.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Feel better now?,Raj
Series 02 Episode 13 – The Friendship Algorithm," It is also indigenous to Brazil, as is the Cocoa Bean, from which we get chocolate, the best pudding. And you promised you wouldn’t do that anymore!",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Hey Hofstadter!,(arriving)
Series 02 Episode 13 – The Friendship Algorithm, Hey Kripke.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Heard about your watest pwoton decay expewiment, twenty thousand data wuns and no statistically significant wesults. Vewy impwessive!",Kripke
Series 02 Episode 13 – The Friendship Algorithm, What a jerk.,Howard
Series 02 Episode 13 – The Friendship Algorithm," Don’t feel bad Leonard, negative results are still results.",Raj
Series 02 Episode 13 – The Friendship Algorithm, Even twenty thousand of ’em.,Howard
Series 02 Episode 13 – The Friendship Algorithm," Alright, please don’t cheer me up anymore.",Leonard
Series 02 Episode 13 – The Friendship Algorithm," C’mon, don’t let him get to you. It’s Kripke.",Howard
Series 02 Episode 13 – The Friendship Algorithm," Yeah, he’s a ginormous knob.",Raj
Series 02 Episode 13 – The Friendship Algorithm," That’s why he eats by himself, instead of sitting here at the cool table.",Howard
Series 02 Episode 13 – The Friendship Algorithm, Fo’ shizzle.,Raj
Series 02 Episode 13 – The Friendship Algorithm," Hey it’s true, Kripke lacks the basic social skills that we take for granted, but he also controls the new open science grid computer that I need to use to run some simulations of structure formation in the early universe.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Good luck getting time on it. The only people he lets use it are his friends.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Well then, the solution is simple. I shall befriend him. Kripke!",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Yeah?,Kripke
Series 02 Episode 13 – The Friendship Algorithm, What’d you say of the idea of you and I becoming friends?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," I would say, I have no intewest in becoming your fwiend.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Really? That seems rather short sighted, coming from someone who is generally considered altogether unlikable. Why don’t you take some time to reconsider?",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Yeah, I’ll do that.",Kripke
Series 02 Episode 13 – The Friendship Algorithm, Well I think we’re off to a terrific start.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, The apartment.,Scene
Series 02 Episode 13 – The Friendship Algorithm, There you go. Now any e-mail from Wolowitz will go right into your spam folder.,Leonard
Series 02 Episode 13 – The Friendship Algorithm, Thanks! I mean the e-mail doesn’t bother me as much as the vacation pictures of him in a bathing suit.,Penny
Series 02 Episode 13 – The Friendship Algorithm," Yeah, I got the same one. And that’s not a bathing suit, it’s a tan line.",Leonard
Series 02 Episode 13 – The Friendship Algorithm," Hello. This is Sheldon Cooper. I’m leaving a message for Barry Kripke. Barry, It was pleasant seeing you today in the cafeteria. I saw that you purchased the chef’s salad. Apparently, you did not know that the chef’s salad is kitchen trickery, to utilize scrap meat. Nevertheless, I hope you enjoyed it. I’m following up on our pending friendship, and I look forward to hearing from you regarding its status. Sheldon Cooper.",phone)
Series 02 Episode 13 – The Friendship Algorithm, What’s up with Ichabod?,Penny
Series 02 Episode 13 – The Friendship Algorithm, Oh he’s trying to make a new friend.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Oh really? Well, good for him.",Penny
Series 02 Episode 13 – The Friendship Algorithm," Well, unless he’s makes one out of wood like Gepetto, I don’t think it’s gonna happen.",Leonard
Series 02 Episode 13 – The Friendship Algorithm," Well, how did you guys become friends?",Penny
Series 02 Episode 13 – The Friendship Algorithm, There was a flier on the bulletin board at the university. Roommate wanted. Whistlers need not apply.,Leonard
Series 02 Episode 13 – The Friendship Algorithm, And you moved in anyway?,Penny
Series 02 Episode 13 – The Friendship Algorithm, I assumed he was joking. You’d be surprised how many particle physicists have a whimsical side.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Well, what about Howard and Raj, I mean how did you become friends with them?",Penny
Series 02 Episode 13 – The Friendship Algorithm," I don’t know, how do carbon atoms form a benzene ring? Proximity and valence electrons.",Leonard
Series 02 Episode 13 – The Friendship Algorithm," Well yeah, sure. When you put it that way. But it all worked out, right?",Penny
Series 02 Episode 13 – The Friendship Algorithm, I suppose. I do miss whistling though.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Oh come on, really? (Leonard whistles)",Penny
Series 02 Episode 13 – The Friendship Algorithm, First warning.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Outside Penny’s door.,Scene
Series 02 Episode 13 – The Friendship Algorithm, Hello Sheldon.,Penny
Series 02 Episode 13 – The Friendship Algorithm, Hi.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, What is this?,Penny
Series 02 Episode 13 – The Friendship Algorithm," It’s a questionnaire I devised. I’m having some difficulty bonding with a colleague at work, so I’m doing a little research to better understand why my current friends like me.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Yes. Well, that is a good question. But is this really the best way to figure it out?",Penny
Series 02 Episode 13 – The Friendship Algorithm," Yeah, I agree, the social sciences are largely hokum. But, short of putting electrodes in your brain and monitoring your response to my companionship, this is the best I can do.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Okay, question 1. Rank the following aspects of Sheldon Cooper in order of appeal. Intelligence. Ruthless attention to hygiene. Playfulness. Java applet writing?",Penny
Series 02 Episode 13 – The Friendship Algorithm," I know, I may have started off with a fairly obvious one. You did an aspect of my most appealing trait, playfulness. Why don’t you just go ahead and write that number 1. I’m afraid you’re on your own for the rest. It should take you no more than 3 hours.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Wait! How many questions are on this thing?,Penny
Series 02 Episode 13 – The Friendship Algorithm," Only 211. Don’t worry, in deference to you, I’ve kept them on a high school graduate reading level.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Thanks pal.,Penny
Series 02 Episode 13 – The Friendship Algorithm," You got it, buddy.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Sheldon honey, did you ever consider making friends by being, I don’t know, pleasant?",Penny
Series 02 Episode 13 – The Friendship Algorithm, Well that’s certainly a thought-provoking hypothesis. May I suggest it as the topic for your essay.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, The apartment. Sheldon is reading one of the questionnaires. He tuts.,Scene
Series 02 Episode 13 – The Friendship Algorithm," Your questionnaire, very disappointing.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, I answered every question Sheldon.,Leonard
Series 02 Episode 13 – The Friendship Algorithm, You answered the multiple choice questions in a pattern. A B B A C. A B B A C.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Aw, you picked up on that huh?",Leonard
Series 02 Episode 13 – The Friendship Algorithm, How could I not?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Come on! There’s over 200 questions. And look at some of these things. Sheldon is to camaraderie, as the space shuttle is to blank?",Leonard
Series 02 Episode 13 – The Friendship Algorithm," There are a number of acceptable answers, for example, C: near earth transport, but certainly not B: avocado rancher. And your essay, suggesting that I’d have better luck making friends if I wait ’til the Cylons take over? Please.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Hold on. I put some real work into that!,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Yes, well it’s better than what Wolowitz did. He drew a raccoon with what appears to be, a distended scrotum.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," It’s kinda cute, until you get to the scrotum.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, What hope do I have for establishing new relationships given that my current friends apparently cannot take a few hours out of their lives to help me?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Sheldon, I’m not going to defend a big-balled raccoon.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, I don’t see how you could.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," What I’m trying to say is that, maybe you can’t approach this as a purely intellectual exercise.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, What do you mean!?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Well, remember when you tried to learn how to swim using the internet?",Leonard
Series 02 Episode 13 – The Friendship Algorithm, I did learn how to swim.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, On the floor.,Leonard
Series 02 Episode 13 – The Friendship Algorithm, The skills are transferrable. I just have no interest in going in the water.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Then why learn how to swim?,Leonard
Series 02 Episode 13 – The Friendship Algorithm," The ice caps are melting Leonard. In the future, swimming isn’t going to be optional. But you do bring up an interesting point. I don’t have to break new ground here, I’m sure much of the research already exists.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," No! no, my point is, if you want to learn how to make friends, then just go out to a coffee shop or a museum. Meet people. Talk to them. Take an interest in their lives.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, That’s insane on the face of it. Come on.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Where are we going?,Leonard
Series 02 Episode 13 – The Friendship Algorithm, You’re driving me to the mall. I’m going to acquire a book that summarizes the current theories in the field of friendmaking.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Why don’t you just lie down on the floor and swim there?,Leonard
Series 02 Episode 13 – The Friendship Algorithm, A bookshop.,Scene
Series 02 Episode 13 – The Friendship Algorithm, Coping with the death of a loved one. My condolences.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Thank you.,queue
Series 02 Episode 13 – The Friendship Algorithm, Family or friend?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Family.,Woman
Series 02 Episode 13 – The Friendship Algorithm," Too bad. If it’d been a friend, I’m available to fill the void. (Woman moves away) It’s just as well, she smelled like moth balls.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Okay, if you’re gonna start sniffing people, I’m gonna go get a hot pretzel.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, Excuse me. Do you have any books about making friends?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Um, yeah but they’re all for little kids.",employee
Series 02 Episode 13 – The Friendship Algorithm, I assume the skills can be extrapolated and transferred.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Uh, I guess. They’re right over there by the wooden train set.",Employee
Series 02 Episode 13 – The Friendship Algorithm, Oh! I love trains!,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, I bet you do.,Employee
Series 02 Episode 13 – The Friendship Algorithm," Oh my! That’s awfully sticky. Alright, let’s see. Bernie Bunny has Two Daddies Now. It’s probably about homosexual rabbits. Jerry the Gerbil and the Bullies on the Bus. Read it, not helpful. Oh! Here we go. Stu the Cockatoo is New at the Zoo. Author Sarah Carpenter lives in Fort Wayne, Indiana, with her husband and best friend Mark, and their cockatoos too. Hardly makes her an expert in making friends, wouldn’t you agree?",train)
Series 02 Episode 13 – The Friendship Algorithm," I don’t like birds, they scare me.",girl
Series 02 Episode 13 – The Friendship Algorithm, Me too! Most people don’t see it. What are you reading?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Curious George.,Girl
Series 02 Episode 13 – The Friendship Algorithm, Oh I do like monkeys!,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Curious George is a monkey.,Girl
Series 02 Episode 13 – The Friendship Algorithm," Somewhat anthropomorphized but yes. Say, maybe sometime you and I can go see monkeys together. Would you like that?",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Okay.,Girl
Series 02 Episode 13 – The Friendship Algorithm," Sheldon, what are you doing?",Leonard
Series 02 Episode 13 – The Friendship Algorithm, I’m making friends with this little girl. What’s your name?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Rebecca.,Girl
Series 02 Episode 13 – The Friendship Algorithm," Hi Rebecca, I’m your new friend, Sheldon.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," No you’re not, let’s go.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, We were really hitting it off.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Don’t look up, there’s cameras.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, The stairwell.,Scene
Series 02 Episode 13 – The Friendship Algorithm," I’m curious. In the “How Well Do You Know Sheldon” section, what do you put for his favourite amino acid?",Raj
Series 02 Episode 13 – The Friendship Algorithm, Lysine.,Howard
Series 02 Episode 13 – The Friendship Algorithm, Damn it. I had Lysine and changed it.,Raj
Series 02 Episode 13 – The Friendship Algorithm, Oh good! You’re just in time. I believe I’ve isolated the algorithm for making friends.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Sheldon, there is no algorithm for making friends!",Leonard
Series 02 Episode 13 – The Friendship Algorithm," Hear him out. If he’s really on to something, we can open a booth at Comic-Con, make a fortune.",Howard
Series 02 Episode 13 – The Friendship Algorithm," See, my initial approach to Kripke, had the same deficiencies as those that plagued Stu the Cockatoo, when he was new at the zoo.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Stu the cockatoo?,Raj
Series 02 Episode 13 – The Friendship Algorithm," Yes, he’s new at the zoo.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, It’s a terrific book. I’ve distilled its essence into a simple flowchart that would guide me through the process.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Have you thought about putting him in a crate while you’re out of the apartment?,Howard
Series 02 Episode 13 – The Friendship Algorithm," Hello, Kripke. Yes, Sheldon Cooper here. It occurred to me you hadn’t returned any of my calls because I hadn’t offered any concrete suggestions for pursuing our friendship. Perhaps the two of us might share a meal together… I see. Well then perhaps you’d have time for a hot beverage. Popular choices include tea, coffee, cocoa… I see. No, no, no, wait. Don’t hang up yet. What about a recreational activity? I bet we share some common interests. Tell me an interest of yours. Really? On actual horses? Tell me another interest of yours. Oh no, I’m sorry, I have no desire to get in the water until I absolutely have to. Tell me another interest of yours.",phone)
Series 02 Episode 13 – The Friendship Algorithm," Uh-oh, he’s stuck in an infinite loop.",Leonard
Series 02 Episode 13 – The Friendship Algorithm, I can fix it.,Howard
Series 02 Episode 13 – The Friendship Algorithm," Mmhmm. Mmhmm. It’s interesting. But isn’t ventriloquism, by definition, a solo activity? Yeah? Tell me another interest of yours. Hmmm. Is there any chance you like monkeys? What is wrong with you? Everybody likes monkeys. Hang on, Kripke. (Checking changes Howard has made to his flowchart) A loop counter? And an escape to the least objectionable activity! Howard, that’s brilliant! I’m surprised you saw that.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Gee. Why can’t Sheldon make friends?,Howard
Series 02 Episode 13 – The Friendship Algorithm," Alright Kripke, that last interest strikes me as the least objectionable and I would like to propose that we do that together. Tomorrow. Yes, I’ll pay. Alright, goodbye. Alright! Time to learn rock climbing.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Rock climbing centre. Sheldon and Kripke are watching someone descend the practice wall.,Scene
Series 02 Episode 13 – The Friendship Algorithm," You know, I am a fan of ventriloquism. Maybe you, me and your dummy could go get a hot beverage. He could talk while you drink.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Nope, I wanna climb some wocks.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," This appears significantly more monolithic than it did on my laptop. No, one expects to see Hominids learning to use bones as weapeons.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," You afwaid of heights, Cooper?",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Hardly. Fear of heights is illogical. Fear of falling, on the other hand, is prudent and evolutionary. What would you say is the minimum altitude I need to achieve to cement our new-found friendship?",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Come on, they have birthday parties here. Wittle kids climb this.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Little kid Hominids, perhaps. (To man who attaches him to ropes) Is this your entire job? Your parents must be so proud.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Let’s go, Cooper.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Coming, Kripke. Okay. Harness seems to be secure. Small amount of incontinence just now, but the website said that’s to be expected. Hey, this isn’t so bad. A bit like vertical swimming.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Hey, look at you, Cooper. You’re almost halfway to the top.",Kripke
Series 02 Episode 13 – The Friendship Algorithm, I am? I was wrong. It IS a fear of heights.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm,"You alwight there, Cooper?",Kripke
Series 02 Episode 13 – The Friendship Algorithm, Not really. I feel somewhat like an inverse tangent function that’s approaching an asymptote.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Are you saying you’re stuck?,Kripke
Series 02 Episode 13 – The Friendship Algorithm, What part of an inverse tangent function approaching an asymptote did you not understand?,Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Understood all that. I’m not a mowon. Just keep going.,Kripke
Series 02 Episode 13 – The Friendship Algorithm," Yeah, I don’t think I can.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Well, then. Cwimb back down.",Kripke
Series 02 Episode 13 – The Friendship Algorithm," No, that doesn’t seem any more likely.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," So what’s the pwan, Cooper?",Kripke
Series 02 Episode 13 – The Friendship Algorithm," Well, it’s not exactly a plan but I think I’m going to pass out.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, The apartment.,Scene
Series 02 Episode 13 – The Friendship Algorithm, I’m sorry. Can we please just do it one more time?,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Okay. 1, 2, 1, 2, 3 and… (Leonard, Howard and Raj whistle “Sweet Georgia Brown” together)",Howard
Series 02 Episode 13 – The Friendship Algorithm, It’s a little thing but you really do miss it.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Hello, everyone. I brought my new friend, Barry Kripke, home for dinner.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Oh…,Together
Series 02 Episode 13 – The Friendship Algorithm," Hewo to you, too.",Kripke
Series 02 Episode 13 – The Friendship Algorithm, How was rock climbing?,Leonard
Series 02 Episode 13 – The Friendship Algorithm, He passed out. Just hung there like a big sawami.,Kripke
Series 02 Episode 13 – The Friendship Algorithm, D-d-d! That’s where I sit.,Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Ooh, you have a special spot. What kind of wacko are you?",Kripke
Series 02 Episode 13 – The Friendship Algorithm, How much time you got?,Howard
Series 02 Episode 13 – The Friendship Algorithm, Want some Chinese food?,Leonard
Series 02 Episode 13 – The Friendship Algorithm, Tewific. Got any dental fwoss?,Kripke
Series 02 Episode 13 – The Friendship Algorithm, In the bathroom.,Leonard
Series 02 Episode 13 – The Friendship Algorithm, Be right back. I gotta fwoss the Indian food out of my teeth if I’m gonna eat Chinese.,Kripke
Series 02 Episode 13 – The Friendship Algorithm," Sheldon, are you okay?",Penny
Series 02 Episode 13 – The Friendship Algorithm," Oh yes, I pass out all the time. But, it was worth it. I’ve made substantial progress in bonding with Kripke, which brings me to an awkward moment.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, What’s that?,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Maintaining five friendships promises to be a Herculean task. So, I’m going to have to let one of you go.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," Me, me. Let it be me.",Howard
Series 02 Episode 13 – The Friendship Algorithm," Leonard, you are my roommate, my source of transportation and you help me fold my sheets when they come out of the dryer. You are safe.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Can I whistle?,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Don’t be silly. Howard, you do not have a PhD, your cologne is an assault on the senses and you’re not available for video games during the Jewish high holidays.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Guilty as charged. I’m out.,Howard
Series 02 Episode 13 – The Friendship Algorithm," No. You, too, are safe.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, Oh come on. What do I have to do?,Howard
Series 02 Episode 13 – The Friendship Algorithm, Okay. You know what? I see where this is going. I’m not one of you guys. I’m not a scientist. So just…,Penny
Series 02 Episode 13 – The Friendship Algorithm," Penny, Penny, Penny. Everything you’re saying is true, but please allow me to continue. Raj, you’re out. The good question, while you do provide a certain cultural diversity to an otherwise homogenous group, your responses to the questionnaire were truly disturbing. How could you, for a moment, think that my favourite amino acid is Glutamine?",Sheldon
Series 02 Episode 13 – The Friendship Algorithm, He had Lysine but changed it.,Leonard
Series 02 Episode 13 – The Friendship Algorithm," Yeah. Shoulda, woulda coulda, Raj.",Sheldon
Series 02 Episode 13 – The Friendship Algorithm," I like to fwoss before I eat, so my gum pockets are open for new food.",Kripke
